Date,Open,High,Low,Close,Volume
2000-05-18,249.32382195845702,253.50559050445108,246.8279465875371,251.86678931750745,7580615000
2000-05-19,254.86304154302667,256.7070118694362,250.53535608308604,251.94655786350148,14362807000
2000-05-22,250.06143323442134,253.46337388724032,243.1447804154303,244.44165281899112,7873586000
2000-05-23,243.27033382789315,244.66903264094955,242.49119287833827,243.55195103857565,12625973000
2000-05-24,241.26646884272998,244.74528189910978,239.1566765578635,243.18872403560832,4752572000
2000-05-25,249.4009658753709,252.37950296735903,239.06038427299703,240.0813293768546,9328435000
2000-05-26,238.7859525222552,243.9317982195846,237.76613946587537,240.93785163204745,11928673000
2000-05-29,241.13768249258158,247.520793768546,239.85732195845694,245.14698664688427,11625823000
2000-05-30,243.69830860534125,261.9768486646884,240.77635608308606,258.1773768545994,8752707000
2000-05-31,262.8230341246291,264.0072997032641,259.3728115727003,260.9393991097923,15903186000
2000-06-01,258.77655192878336,267.485646884273,255.27428486646883,264.1976142433234,20886291000
2000-06-02,263.1680044510386,266.8989703264095,261.9584643916914,265.36378486646885,6351106000
2000-06-05,263.7478575667656,265.65308011869433,252.03770919881305,255.08606528189915,8618187000
2000-06-06,257.20540356083086,259.2477477744807,255.23732640949552,256.68553412462904,15200075000
2000-06-07,255.68434718100892,259.74591988130567,254.46958456973294,258.80934718100895,8870548000
2000-06-08,260.36274035608307,278.2303175074184,257.41722997032645,275.04397922848665,7906043000
2000-06-09,278.74179821958455,281.65624925816024,272.7833649851632,275.4572581602374,17369098000
2000-06-12,277.54168991097924,283.93704302670625,275.0648768545994,278.9094821958457,12813892000
2000-06-13,284.84574480712166,286.41509198813054,279.21455786350145,280.2854065281899,2273919000
2000-06-14,278.4117136498516,281.1688130563798,271.4682492581602,274.7417284866469,9032316000
2000-06-15,278.8902551928783,284.0206053412463,278.08892581602373,283.15480118694364,20116893000
2000-06-16,278.9805979228487,291.6678071216617,274.76686201780416,289.27572997032644,6811079000
2000-06-19,286.9274005934718,299.49000890207714,284.6115430267062,295.62105637982194,10033882000
2000-06-20,288.53083679525224,294.0752700296736,285.86877448071215,291.5141824925816,6008611000
2000-06-21,292.2113056379822,304.18620178041544,290.89094955489617,301.4446290801187,11162392000
2000-06-22,303.51193916913945,304.7666884272997,291.53228931750743,294.32570919881306,6732421000
2000-06-23,297.2853649851632,302.0333679525222,295.1080534124629,299.32545103857564,4482717000
2000-06-26,299.41512462908014,317.2250519287834,297.7702878338279,313.78917062314537,3748981000
2000-06-27,316.51766172106824,319.9678931750742,306.19435014836796,309.0786706231454,21097072000
2000-06-28,309.4563649851632,310.36808605341247,306.46591988130564,307.1223590504451,5556184000
2000-06-29,300.862175074184,312.0089287833828,298.2758367952522,309.1675994065282,12065896000
2000-06-30,311.07093026706235,313.3905222551929,305.5766810089021,307.68705489614246,16638990000
2000-07-03,304.46456379821956,305.9728486646884,298.96750148367954,300.3213234421365,18632969000
2000-07-04,297.63652077151335,304.5158768545994,295.0318041543027,302.2651112759644,6414397000
2000-07-05,298.1027299703264,300.8676409495549,296.96956973293766,298.03020771513354,9140354000
2000-07-06,297.84269881305636,306.7889362017804,294.4199480712166,302.161884272997,13696417000
2000-07-07,297.94426112759646,301.91480118694363,295.1495074183976,298.86680118694363,5317385000
2000-07-10,295.9037181008902,310.0421231454006,294.5395652818991,308.52439020771516,4397102000
2000-07-11,304.28949851632046,308.3862759643917,302.5749881305638,305.9408427299703,13791584000
2000-07-12,298.3510014836795,307.9051557863502,297.2693991097923,305.8681379821959,10605521000
2000-07-13,299.79881305637986,316.5443323442137,296.4767181008902,311.5927002967359,5617507000
2000-07-14,316.6917462908012,318.76903264094955,302.0698086053413,306.86285459940655,7403205000
2000-07-17,305.08028189910976,312.1851988130564,300.27480712166175,309.59832640949554,7356336000
2000-07-18,307.7600014836795,319.25289020771515,305.8490059347181,317.62899258160235,8690115000
2000-07-19,321.500059347181,325.7298516320475,309.16913946587533,311.1406528189911,9203038000
2000-07-20,312.61502225519286,316.3744584569733,311.21866023738875,313.6264896142433,9338506000
2000-07-21,314.55004747774484,317.95643620178043,312.8423827893175,316.4454658753709,11566728000
2000-07-24,316.18503560830857,322.9631083086053,314.7026112759644,321.73073145400593,3834558000
2000-07-25,319.8491038575668,323.72033234421366,314.1136201780415,317.36045697329376,19111890000
2000-07-26,319.16485905044516,323.30777448071217,310.5939243323442,312.8212982195846,12871638000
2000-07-27,306.1026795252226,319.45134421364986,304.4652433234421,316.8083086053412,7412650000
2000-07-28,317.30078189910984,320.77627299703266,315.6652566765579,319.7451810089021,8635263000
2000-07-31,319.30055786350147,325.3822195845698,316.87677151335316,322.44348961424333,6011878000
2000-08-01,320.5144080118695,331.17368694362017,317.23326557863504,325.55140504451043,7854819000
2000-08-02,323.0886053412463,327.6325370919881,321.35252225519287,324.0895103857567,15105104000
2000-08-03,324.72693175074187,328.05347181008904,322.28510979228486,326.6644643916914,7426170000
2000-08-04,334.4550267062315,338.44925816023743,326.13960237388727,329.47107418397627,21207144000
2000-08-07,329.60460979228486,333.4352715133531,324.3440697329377,327.9452448071217,9035951000
2000-08-08,334.3917804154303,343.08437982195846,330.86537091988134,337.3451483679525,7180191000
2000-08-09,342.93557121661723,348.24537091988134,334.44693620178043,340.8398293768546,4241391000
2000-08-10,340.9127715133531,342.3551928783383,334.7385044510385,337.20997032640946,20516980000
2000-08-11,332.53355044510386,344.30527151335315,329.2919347181009,341.4238353115727,15828883000
2000-08-14,346.95174183976263,349.20678338278935,336.76456973293773,338.82657270029677,9273227000
2000-08-15,342.1677952522255,346.1116379821959,339.70508456973295,343.50870178041544,2849600000
2000-08-16,338.6985163204748,350.629821958457,336.4313056379822,349.67566765578636,8818664000
2000-08-17,345.632318991098,352.28598813056385,341.9950964391691,347.7044866468843,20661322000
2000-08-18,348.69746884272996,358.10284272997035,343.51883679525224,352.99407418397624,8387854000
2000-08-21,349.2858694362018,357.3542299703264,346.9046127596439,356.03712462908015,5397973000
2000-08-22,354.9423620178042,361.5548961424333,354.0450089020772,360.6836795252226,7449500000
2000-08-23,359.83602373887237,373.4020994065282,356.2595919881306,369.63422848664686,8953131000
2000-08-24,373.59090801186943,375.6073115727003,367.83720474777454,369.8536083086054,14927721000
2000-08-25,372.06804154302677,373.85632937685466,366.9028412462908,368.02269139465875,22073445000
2000-08-28,370.35699703264095,372.18649851632046,362.4060356083086,365.73555489614245,8704738000
2000-08-29,366.7090919881306,371.95719584569736,358.473206231454,363.8165727002968,17533936000
2000-08-30,362.1952373887241,365.9838724035609,360.7420623145401,364.8247922848665,8595240000
2000-08-31,365.0606305637982,372.05859792284866,361.7430756676558,367.4451231454006,5855338000
2000-09-01,366.4166290801187,376.1157151335312,362.55943026706234,369.7992284866469,12657635000
2000-09-04,365.45849703264093,379.94652225519286,361.8300267062315,374.24094658753717,8592367000
2000-09-05,373.48868545994065,377.74979821958453,369.6149465875371,375.5202462908012,8787278000
2000-09-06,379.753056379822,386.95811572700296,375.135971810089,382.32383531157274,5239577000
2000-09-07,381.77613649851634,385.3657270029674,379.6979525222552,382.4545519287834,13679898000
2000-09-08,382.46375519287835,395.9384599406528,380.5767818991098,394.13725816023737,7206675000
2000-09-11,389.14532640949557,400.41918991097924,383.713997032641,397.6606913946588,6049760000
2000-09-12,398.99254747774484,401.1573115727003,393.21699109792286,395.26196587537095,1938978000
2000-09-13,394.61127596439167,397.9783976261127,389.3725816023739,392.08166172106826,8479557000
2000-09-14,392.4758056379822,397.8703100890208,390.4016528189911,395.04502373887243,3357601000
2000-09-15,389.6282462908012,399.46635311572703,387.6759703264095,395.22931750741844,5449916000
2000-09-18,397.25119584569734,401.07435756676557,396.36565281899107,399.09040059347177,8378390000
2000-09-19,401.40158456973296,408.2051454005935,397.2599169139466,401.9798872403561,18535829000
2000-09-20,413.3127225519288,415.64009643916916,400.36776706231456,402.6951409495549,12765356000
2000-09-21,401.10836795252226,406.09677151335313,393.45608902077146,400.32786943620175,7046390000
2000-09-22,397.43984421364985,399.8208397626113,391.3136528189911,395.35541394658753,10918580000
2000-09-25,389.7592284866469,396.30105637982194,387.44039169139467,394.69310385756677,5902173000
2000-09-26,390.5995059347181,402.779590504451,388.30887240356077,399.1534584569733,9466119000
2000-09-27,395.1679673590504,406.48887240356083,390.91313056379823,401.06057863501485,12486658000
2000-09-28,397.52332047477745,399.9600964391692,393.18096884273,397.11859643916915,12382852000
2000-09-29,395.29045103857567,403.8297151335311,391.81242729970324,398.8947952522255,19026734000
2000-10-02,399.2355400593472,403.21393323442135,397.20008308605344,401.5149154302671,9148553000
2000-10-03,405.85787240356086,410.96543323442137,396.9280415430267,398.9777863501484,9557383000
2000-10-04,400.76666172106826,406.8160014836795,393.4923516320475,400.691149851632,10837504000
2000-10-05,403.5806053412463,404.7705400593472,401.0415192878338,401.99681899109794,7488856000
2000-10-06,400.2264391691395,406.27754154302676,393.0956795252226,398.32657715133536,10398471000
2000-10-09,396.6536617210682,403.1402848664688,394.12086943620176,400.9084183976261,16244967000
2000-10-10,405.97051780415427,410.32852077151335,400.7359050445104,404.33417952522257,9541764000
2000-10-11,407.1248071216617,414.0122255192878,400.9127893175074,409.99317507418397,5234154000
2000-10-12,401.80418991097923,418.2267952522255,398.3314584569733,415.5785252225519,16030348000
2000-10-13,413.9124391691395,419.20237388724036,402.9749169139466,410.36918100890205,3787528000
2000-10-16,413.06331750741845,417.71530563798217,404.70635311572704,407.19018249258164,5633217000
2000-10-17,403.03883679525217,411.17793471810086,401.4209732937685,410.5141958456973,1952074000
2000-10-18,402.6420400593472,415.4693100890208,400.4295845697329,413.84518545994064,11639118000
2000-10-19,407.516762611276,419.5086350148368,406.0932967359051,417.1830890207715,9637685000
2000-10-20,414.7832670623145,440.39829525222547,412.6011543026706,436.27377151335315,10293000000
2000-10-23,436.6006409495549,443.9147418397626,430.8220059347181,439.8449317507418,3769139000
2000-10-24,431.4754910979229,452.0133056379822,426.6522789317508,446.316143916914,18837632000
2000-10-25,444.7328635014837,455.610534124629,441.10971810089023,451.92151335311576,15937451000
2000-10-26,446.55690949554895,457.7909421364985,444.78051780415433,455.9816543026707,14809988000
2000-10-27,451.66039169139464,457.47565578635016,448.3174362017805,454.7815786350149,11626046000
2000-10-30,451.4502329376855,464.3293575667655,447.5864955489614,459.5140415430267,8744878000
2000-10-31,456.4580237388724,459.7761394658754,453.8281097922848,455.6305430267062,3435782000
2000-11-01,453.13825667655783,456.8367433234421,449.90617210682495,454.82385014836797,12123707000
2000-11-02,460.09778635014834,462.25522255192874,447.0632759643916,452.57127596439165,5099771000
2000-11-03,441.8510934718101,457.11351186943625,437.59067507418393,453.6202952522255,9798125000
2000-11-06,451.41279821958454,471.0330623145401,448.2908367952523,467.83773887240363,12130890000
2000-11-07,472.98102818991094,477.10034866468834,453.5730044510385,456.72355192878337,11190088000
2000-11-08,456.24658753709195,462.2225519287834,454.97821958456973,461.44201780415426,2845412000
2000-11-09,458.48149258160237,460.7551424332344,449.7441810089021,451.8310667655786,25707108000
2000-11-10,451.6424421364985,458.76283976261135,443.4839910979229,449.47712759643923,4211311000
2000-11-13,445.9047270029673,460.05439020771513,439.7734762611276,456.9199198813056,2896582000
2000-11-14,457.070118694362,460.7425341246291,455.5655608308606,457.8709317507418,4829998000
2000-11-15,451.9026854599407,456.29746290801194,445.6821364985163,451.2967878338279,11231917000
2000-11-16,443.4067744807122,451.3943412462908,437.91229673590504,447.18271513353113,5513455000
2000-11-17,446.2847700296736,458.6213590504451,443.8190637982196,452.3201097922849,5984088000
2000-11-20,450.90017804154303,458.86718100890215,442.6756557863502,447.94675370919884,11929347000
2000-11-21,453.00265281899107,454.70651632047475,446.3077551928783,450.0530400593472,12095354000
2000-11-22,443.69224035608306,453.1798071216618,441.83807121661727,450.9724629080119,4632981000
2000-11-23,453.1385474777448,454.2768649851633,444.1201869436202,446.96598071216624,8710474000
2000-11-24,452.5915014836796,469.3479228486647,449.87748961424336,462.83909792284874,17157460000
2000-11-27,465.6607715133531,473.24055192878336,463.61391097922854,468.04344510385755,20580893000
2000-11-28,456.85514243323445,460.6321246290802,447.8319080118695,452.94241246290807,12220748000
2000-11-29,458.29451038575667,463.1910237388725,451.8110163204748,454.9211795252226,8817634000
2000-11-30,453.6915727002967,455.1251632047478,448.2598575667656,450.40227893175074,6834000000
2000-12-01,451.4455148367953,460.52103560830864,448.5741186943621,457.5541913946588,3758239000
2000-12-04,454.61338278931754,459.70524332344223,447.043112759644,451.79339762611284,11345214000
2000-12-05,446.30790207715137,457.69209347181004,441.96048961424333,451.47243768545997,9019487000
2000-12-06,450.68332344213655,458.3130267062315,448.7976854599407,456.11047477744813,2733665000
2000-12-07,460.9326142433235,468.1962551928784,457.6647670623146,463.7652759643917,12405153000
2000-12-08,467.2814302670623,469.0672997032641,450.61594955489613,454.03754896142436,15077960000
2000-12-11,455.2401097922849,457.64707566765577,450.48931157270033,451.77565727002974,9673240000
2000-12-12,450.3929732937686,454.6804035608309,445.34105637982196,448.3201899109793,6334003000
2000-12-13,452.1764762611276,453.67982195845696,440.8423516320475,443.353175074184,10093130000
2000-12-14,439.9305133531157,461.69633234421366,438.31124332344217,459.102356083086,10414494000
2000-12-15,456.77658308605345,465.5844495548962,454.4058382789318,463.2215548961425,8671783000
2000-12-18,461.126997032641,464.61569139465877,448.3560237388724,452.1191097922849,5513838000
2000-12-19,445.59332492581603,463.98453115727006,443.20536498516327,460.98587982195846,10820874000
2000-12-20,460.8747922848665,484.19884272997035,457.00439169139474,481.2823590504451,4116860000
2000-12-21,485.93731899109787,494.41746439169134,484.09448813056383,491.7156869436202,11364405000
2000-12-22,494.55528783382795,498.30623145400597,473.6950504451039,476.32305044510383,5473749000
2000-12-25,470.4708293768547,475.99240356083095,465.33085905044516,471.7636097922849,7416263000
2000-12-26,471.1966913946588,489.74590504451044,465.2624985163205,484.80722551928784,6050435000
2000-12-27,488.73462908011874,490.536587537092,476.04324925816024,477.61996290801187,6740976000
2000-12-28,472.8082195845697,486.4599703264095,468.51877744807126,482.49630860534126,4174365000
2000-12-29,487.0712729970326,494.32954747774477,483.1981275964391,490.92117952522256,7521451000
2001-01-01,491.34600890207713,494.9432047477745,477.4755311572701,480.91800890207713,20500943000
2001-01-02,484.56774629080127,486.72316617210686,478.83541097922847,480.4963976261128,12248904000
2001-01-03,470.01364985163207,471.64154302670624,444.3762611275964,445.34836795252227,6317565000
2001-01-04,441.01976261127595,446.0432581602374,430.4180296735905,435.48004896142436,6130314000
2001-01-05,431.53829376854605,436.4934629080119,428.5605756676558,433.6311602373888,6808504000
2001-01-08,437.3488768545994,439.42355044510384,416.76350445103856,421.6735652818991,13952031000
2001-01-09,418.7478338278932,441.7379109792285,415.8702373887241,438.7912522255193,6824089000
2001-01-10,444.74175074183984,450.67307121661725,419.4838278931751,424.4649109792285,8202380000
2001-01-11,419.09897922848666,425.8028486646884,413.61956083086056,420.76729376854604,13848551000
2001-01-12,417.00172700296736,425.56125222551935,413.6466988130564,422.94754005934715,7649508000
2001-01-15,418.54911572700297,442.3458397626113,417.02270623145404,438.7206172106826,5922227000
2001-01-16,437.03370474777444,441.4695118694362,418.9475014836795,423.7643916913947,10497159000
2001-01-17,425.50838278931747,441.5072848664689,421.9463056379822,436.85679525222554,6388345000
2001-01-18,435.5158071216618,440.97324629080117,430.59803115727004,437.62125370919887,18239216000
2001-01-19,430.2677448071217,432.9851454005934,423.65641543026703,427.3529910979228,17228794000
2001-01-22,433.3553857566766,436.3495326409496,429.44404451038577,433.1431424332344,10036485000
2001-01-23,431.05844213649857,438.69630267062314,427.4930979228487,436.0393264094956,8941219000
2001-01-24,436.35575667655786,439.863293768546,424.3212759643917,429.8773961424332,12086286000
2001-01-25,427.79964391691396,436.9565341246291,422.8324272997033,431.3627537091988,7718852000
2001-01-26,433.91287685459946,441.149909495549,422.8085548961425,427.6558590504451,17822289000
2001-01-29,424.7931721068249,432.0879881305638,422.0378545994065,429.6563827893175,12636056000
2001-01-30,424.95891543026704,441.7010652818991,421.3729228486647,437.94216320474777,28312625000
2001-01-31,440.8581305637983,460.12967359050447,436.7215430267063,457.20928783382794,15665951000
2001-02-01,468.444587537092,475.07946142433235,436.57470178041547,442.2649495548961,3752636000
2001-02-02,445.283296735905,473.0138367952522,440.81376854599404,468.48441543026706,5633519000
2001-02-05,472.70156231454007,476.27521513353116,438.52009643916915,443.67124035608316,5339085000
2001-02-06,448.4154065281899,453.59672403560825,436.42521068249255,442.3232522255193,3694377000
2001-02-07,442.1776335311573,458.0130934718101,436.66057121661726,450.043175074184,6459714000
2001-02-08,440.8320445103858,455.12664391691396,438.3974955489615,453.9800979228487,12536982000
2001-02-09,447.2726409495549,452.64794213649856,444.0236691394659,446.43995252225517,7572901000
2001-02-12,438.13954896142434,446.120706231454,435.2143620178042,444.279471810089,9447685000
2001-02-13,442.9462388724036,445.20007863501485,436.6443842729971,438.5571824925816,6731825000
2001-02-14,429.3028783382789,436.4177002967359,427.651884272997,431.73864985163203,14390651000
2001-02-15,431.6431335311573,445.64580712166173,428.338384272997,442.77725519287833,9584940000
2001-02-16,446.47418397626114,450.372296735905,440.8337329376855,447.76617210682497,14153001000
2001-02-19,446.87086943620176,449.6134035608309,434.64005192878335,439.2551765578634,7956773000
2001-02-20,443.3996083086053,453.66962314540064,439.91737388724033,451.1223649851632,7490728000
2001-02-21,453.38250000000005,456.39666913946587,451.5887017804154,455.4850667655787,7762897000
2001-02-22,447.19201780415426,471.5062255192878,443.3819109792285,466.514178041543,6921064000
2001-02-23,461.70492729970323,479.35763946587537,455.1438071216617,475.2303649851632,9201270000
2001-02-26,473.5102700296736,476.0211928783383,459.6306498516321,463.796,7572332000
2001-02-27,472.41450296735906,475.27274777448065,453.8834272997032,456.3834777448071,7619446000
2001-02-28,449.97560830860533,470.88195845697334,445.40599406528185,466.63353115727006,14418354000
2001-03-01,452.68848516320475,477.9678382789318,449.53221068249263,475.13229376854605,11667190000
2001-03-02,471.201646884273,477.67261721068246,467.03081899109793,474.8775074183976,6880537000
2001-03-05,468.7194569732938,482.0935816023739,463.3552700296736,476.5476810089021,12769122000
2001-03-06,473.5296320474777,498.7444807121662,468.884409495549,494.5274896142434,39553497000
2001-03-07,490.9425,492.07315281899105,482.50609050445104,485.67336795252226,10848333000
2001-03-08,484.550412462908,497.53428783382793,478.5506172106825,493.42345103857565,6297340000
2001-03-09,493.41640059347185,498.1356335311573,484.0863397626113,490.2654272997033,11269711000
2001-03-12,480.2875252225519,489.3010801186943,478.7792522255193,486.91959643916914,12174069000
2001-03-13,476.8075103857567,508.08976112759655,469.63731008902084,502.634643916914,6752480000
2001-03-14,501.24821958456977,516.2011869436202,499.31253709198813,514.603709198813,11846628000
2001-03-15,515.8585400593471,529.8845578635015,511.1879910979228,526.5505044510385,4940926000
2001-03-16,532.3833293768547,548.8070741839763,529.6998516320475,546.3173234421365,12526470000
2001-03-19,544.3658620178041,551.4947270029674,541.6791038575668,545.8202937685461,11653317000
2001-03-20,543.0187270029674,557.3702581602374,541.8454213649851,556.0037863501483,7880087000
2001-03-21,551.3746513353116,554.1822106824927,547.181172106825,549.9387240356084,11227144000
2001-03-22,550.779940652819,558.7480949554896,543.2326646884273,554.3039050445104,12880461000
2001-03-23,548.4821958456973,556.0968382789317,546.4307299703264,551.2174836795252,9539865000
2001-03-26,558.8424124629081,562.270762611276,549.7167418397627,551.8576824925817,10517421000
2001-03-27,550.0859599406529,563.1898397626113,548.4666186943621,560.5690637982196,17541570000
2001-03-28,544.6363204747774,551.9623442136498,539.9485163204747,546.0334421364985,4929092000
2001-03-29,537.3661513353117,580.8967611275965,533.3933724035609,578.6235667655787,11099679000
2001-03-30,577.9093204747775,586.0482908011869,552.1771632047478,560.3232047477745,20322518000
2001-04-02,551.5779851632046,560.9053427299702,534.8508768545994,539.3909910979228,14489519000
2001-04-03,535.0159762611277,561.1096735905046,531.9560830860535,556.7031454005936,8509033000
2001-04-04,555.6507640949555,570.8643323442136,550.2439985163205,568.4214317507418,26155252000
2001-04-05,576.0466023738873,581.6492522255193,571.9201839762611,577.4736261127596,6980690000
2001-04-06,582.5657937685461,590.4484540059348,580.1090430267063,586.6229421364986,7348314000
2001-04-09,580.217940652819,588.3692937685461,572.3469436201781,584.991002967359,13293559000
2001-04-10,578.3503902077151,582.3395445103857,563.2195979228486,568.5594658753708,12756084000
2001-04-11,564.7457715133531,570.3502522255193,560.3642136498516,568.5403264094956,6159767000
2001-04-12,569.0490445103858,571.6308100890208,550.6626869436202,556.3635044510386,5836337000
